text,labels,lang,id,translation
Penetration Testing,['IT Security'],English,Turkey-5406,Penetration Testing
PwC's CEO Survey 2018: Vækstmarkeder,"['Board, Strategy & Management']",Danish,Denmark-13386,PwC's CEO Survey 2018: Growth markets
מענקים לעידוד תעסוקה בקרב אוכלוסיות ששיעור השתתפותן בתעסוקה נמוך,['Human Resource'],Hebrew,Israel-4450,Grants to encourage employment among populations whose participation rates are low
Veri Depolama Kuruluşuna Yapılacak Raporlamalara İlişkin Tebliğ’de Değişiklikler Gerçekleştirildi,['Technology'],Turkish,Turkey-9434,Changes were made in the Communiqué on the Reports to the Data Storage Organization
Global Digital IQ Survey 2015,['Technology'],English,Turkey-5253,Global Digital IQ Survey 2015
Bestyrelsens fokus på it-risici og -strategi,"['Board, Strategy & Management', 'IT Security']",Danish,Denmark-12013,The board's focus on IT risks and strategy
Kişisel Koruyucu Donanımların İthalat Denetimi Tebliği,"['VAT & Customs', 'Healthcare & Pharmaceuticals', 'Governance, Controls & Compliance']",Turkish,Turkey-7539,Communiqué on import inspection of personal protective equipment
Carrera Profesional,['Human Resource'],Spanish,Spain-266,Career
Sanidad - Asesoramiento legal y fiscal - PwC España,['Healthcare & Pharmaceuticals'],Spanish,Spain-164,Health - Legal and fiscal advice - PWC Spain
Traditional values: Taking a long view in Australia: Global Family Business Survey 2016: PwC,['SME & Family Business'],English,Greece-11115,Traditional values: Taking a long view in Australia: Global Family Business Survey 2016: PwC
7103 Kanun Numaralı Sigorta Primi Teşviki,"['Actuary, Pension & Insurance']",Turkish,Turkey-6747,7103 Law No. Insurance Premium Inspection
Worldwide Tax Summaries 2016/17,['Tax'],English,Spain-1713,Worldwide Tax Summaries 2016/17
Store virksomheder skal gennemføre lovpligtigt energisyn inden 5. december 2015,"['Power, Energy & Renewables', 'Accounting & Assurance']",Danish,Denmark-13300,"Large companies must complete statutory energy view by December 5, 2015"
Julkisen sektorin tilintarkastus,"['Government & Policy', 'Accounting & Assurance']",Finnish,Finland-3848,Public sector audit
Finansal Raporlama ve Muhasebe Danışmanlığı Hizmetleri,['Accounting & Assurance'],Turkish,Turkey-6471,Financial Reporting and Accounting Consultancy Services
2019 Yılı Asgari Ücret Desteği,"['Government & Policy', 'Human Resource']",Turkish,Turkey-6785,2019 minimum wage support
Konferencja: Zwalczanie nadużyć w VAT - rola sądów administracyjnych,"['Financial Crime', 'VAT & Customs', 'Government & Policy']",Polish,Poland-1349,Conference: Combating abuse in VAT - the role of administrative courts
Responding to the UK business impacts of COVID-19,"['Board, Strategy & Management', 'Healthcare & Pharmaceuticals']",English,Spain-2738,Responding to the UK business impacts of COVID-19
Deals,['M&A & Valuations'],English,Spain-1198,Deals
Yritysvastuubarometri 2017,['Corporate Responsibility'],Finnish,Finland-3450,Corporate Responsibility Barometer 2017
Mergers and Acquisitions Report 2019 has been published by the Turkish Competition Authority,"['M&A & Valuations', 'Government & Policy']",English,Turkey-5843,Mergers and Acquisitions Report 2019 has been published by the Turkish Competition Authority
Finansielle virksomheders momsbyrde øges af EU-Domstolens domme om cost sharing,"['VAT & Customs', 'Government & Policy']",Danish,Denmark-12363,Financial businesses VAT burden is increased by the judgments of the European Court of Justice on Cost Sharing
"Tax and legal news, 11 December 2015",['Tax'],English,Finland-3147,"Tax and legal news, 11 December 2015"
The EU General Data Protection Regulation,"['Governance, Controls & Compliance', 'Government & Policy']",English,Finland-3108,The EU General Data Protection Regulation
Adam Demusiak liderem prestiżowego rankingu Mergermarket,['M&A & Valuations'],Polish,Poland-1640,Adam Demusiak Leader of the prestigious Mergermarket ranking
Insurance 2020 & beyond: Equipping your business for the global tax revolution,"['Actuary, Pension & Insurance', 'Tax']",English,Turkey-5768,Insurance 2020 & beyond: Equipping your business for the global tax revolution
Corporate Performance Management,"['Board, Strategy & Management']",English,Turkey-5271,Corporate Performance Management
Alberto Monreal - Socio responsable - Procedimientos tributarios,['Tax'],Spanish,Spain-322,Alberto Monreal - Responsible Partner - Tax procedures
Tax and legal news 18.9.2015,['Tax'],English,Finland-3156,Tax and legal news 18.9.2015
Logging on: Tradition and innovation in Finland: Global Family Business Survey 2016: PwC,"['SME & Family Business', 'Start-Up, Innovation & Entrepreneurship']",English,Greece-11118,Logging on: Tradition and innovation in Finland: Global Family Business Survey 2016: PwC
Vendor assistance and vendor due diligence,['M&A & Valuations'],English,Finland-2994,Vendor assistance and vendor due diligence
Israeli entertainment and media outlook 2017-2021,"['Entertainment, Media & eSport']",English,Israel-4037,Israeli entertainment and media outlook 2017-2021
How blockchain tecnology might transform insurance,"['Technology', 'Actuary, Pension & Insurance']",English,Spain-1854,How blockchain tecnology might transform insurance
Worldwide Tax Summaries,['Tax'],English,Turkey-8377,Worldwide Tax Summaries
Information Technologies Risk and Governance Services,"['IT Security', 'Technology']",English,Turkey-5369,Information Technologies Risk and Governance Services
Bordro,['Human Resource'],Turkish,Turkey-8266,Payroll
EBA udgiver rapport om FinTech-selskabers effekt på betalingsinstitutter og e-pengeinstitutter,"['Banking & Financial Markets', 'Technology', 'Government & Policy']",Danish,Denmark-12843,EBA publishes report on fintech companies' effect on payment institutions and e-money institutions
"Блокчейн-технологии могут обеспечить рост мировой экономики на 1,76 трлн долл. США к 2030 году",['Technology'],Russian,Russia-11698,Blockchain technologies can ensure the growth of the global economy by $ 1.76 trillion by 2030
"Risk in review 2015: Decoding uncertainty, delivering value","['Governance, Controls & Compliance']",English,Greece-10920,"Risk in review 2015: Decoding uncertainty, delivering value"
"Do OLX Group dołącza obido, innowacyjna platforma dla deweloperów mieszkaniowych.  PwC pełniło rolę wyłącznego doradcy transakcyjnego sprzedających w tym procesie","['Real Estate & Construction', 'M&A & Valuations']",Polish,Poland-1849,"Obido, an innovative platform for housing developers, joins the OLX Group. PwC served as the exclusive transaction advisor to sellers in this process"
Hatalı SGK Teşvik Kayıtlarının Düzeltilmesi,"['Actuary, Pension & Insurance']",Turkish,Turkey-6842,Correction of incorrect SGK incentive records
Ułatwienia w przygotowaniu inwestycji mieszkaniowych?,['Real Estate & Construction'],Polish,Poland-814,Facilitation in the preparation of housing investments?
E-Defter Beratlarının Aylık veya 3 Aylık Dönemlerde Yüklenebilmesine İlişkin Duyuru,"['Technology', 'Accounting & Assurance']",Turkish,Turkey-6715,The announcement of the ability of e-ledger certificates to be uploaded in monthly or 3 months
Deal summary AinaCom Oy,['M&A & Valuations'],English,Finland-3039,Deal summary AinaCom Oy
Action Plan 263 nelle Banche: oltre la normativa,['Banking & Financial Markets'],Italian,Italy-4789,Action Plan 263 in banks: beyond the legislation
Deal summary Deltamarin / AVIC International Investments Ltd,['M&A & Valuations'],English,Finland-3533,Deal summary Deltamarin / AVIC International Investments Ltd
Νέος Φορολογικός Νόμος 4646/2019,['Tax'],Greek,Greece-10073,New Tax Law 4646/2019
Cezalandıran vergi teşvik ve korumaları,['Tax'],Turkish,Turkey-8648,Punishment tax incentives and protections
Få overblikket over aktionærrettighedsdirektivet - forslag til nye regler i børsnoterede selskaber,"['Banking & Financial Markets', 'Board, Strategy & Management']",Danish,Denmark-12728,Get an overview of the Shareholders' Rights Directive - Proposal for new rules in listed companies
Skatteministeriet offentliggør lovforslag med tilpasning af tonnageskatteordningen og DIS-ordningen,"['Tax', 'Government & Policy']",Danish,Denmark-12897,The Ministry of Taxation publishes bills with adaptation of the tonnage tax scheme and the DIS scheme
Planowane zmiany do akcyzy od samochodów,['VAT & Customs'],Polish,Poland-627,Planned changes to excise duty from cars
Fondes udvikling og bidrag til samfundet,['Asset & wealth management'],Danish,Denmark-12429,Fund's development and contribution to society
Contacta con Consultoría - Optimizar las operaciones corporativas,"['Board, Strategy & Management']",Spanish,Spain-1362,Contact consulting - optimize corporate operations
Undergraduate and Graduate,['Human Resource'],English,Spain-2854,Undergraduate and Graduate
Церемония награждения победителей премии PwC «Деловая книга года в России» включена в официальную культурную программу Петербургского международного экономического форума,"['Entertainment, Media & eSport']",Russian,Russia-11530,The award ceremony of the winners of the PWC Prize “Business Book of the Year in Russia” is included in the official cultural program of the St. Petersburg International Economic Forum
Habrá nueva reforma tributaria en Estados Unidos?,"['Tax', 'Government & Policy']",Spanish,Spain-1100,Will there be a new tax reform in the United States?
Yapay Zekâ Yakınınızdaki Bir Cihaza veya Mağazaya Geliyor,['Technology'],Turkish,Turkey-9024,Artificial intelligence comes to a device or store near you
הכנס השנתי לניהול סיכונים,"['Governance, Controls & Compliance']",Hebrew,Israel-4293,The annual risk management conference
Bankowość warta swojej ceny | PwC,['Banking & Financial Markets'],Polish,Poland-898,Banking worth the price Pwc
Deal summary Kaslink Oy,['M&A & Valuations'],English,Finland-3060,Deal summary Kaslink Oy
Tillid i en digital finansiel verden,"['Technology', 'Banking & Financial Markets']",Danish,Denmark-13465,Trust in a digital financial world
"דחיית עליית שיעור המע""מ ליום 1 בספטמבר 2012",['VAT & Customs'],Hebrew,Israel-4360,"Rejection of VAT rate as September 1, 2012"
Settling down in a new country,['Human Resource'],English,Finland-3024,Settling down in a new country
PwC Vezérigazgató Felmérés: Gyors kilábalást várnak a magyar vezetők,"['Board, Strategy & Management']",Hungarian,Hungary-302,PWC CEO Survey: Hungarian leaders are expecting a quick recovery
"Santiago Franco - Socio de Consultoría del equipo de Tecnología, Telecomunicaciones, Entretenimiento y Medios","['Entertainment, Media & eSport', 'Technology']",Spanish,Spain-915,"Santiago Franco - Consulting Partner of the Technology, Telecommunications, Entertainment and Media Team"
Tapu Harcı ve KDV İndirimi  Uygulama Süresi  31 Mart 2019 Tarihine Kadar Uzatılmıştır,['VAT & Customs'],Turkish,Turkey-8976,Land Registry Fee and VAT discount application time has been extended until 31 March 2019
COVID-19: Protecting your supply chain,"['Supply Chain & Transport', 'Healthcare & Pharmaceuticals']",English,Greece-10405,COVID-19: Protecting your supply chain
Tax compliance,"['Tax', 'Governance, Controls & Compliance']",English,Turkey-5577,Tax compliance
Ændring af skattereglerne om gældseftergivelse og rentefradrag for selskaber,"['Tax', 'Accounting & Assurance', 'Accounting & Assurance']",Danish,Denmark-12990,CHANGE OF Tax Rules on Debt Efforts and Interest Reimbursement For Companies
Proposal request for risk assurance services,['Accounting & Assurance'],English,Turkey-5490,Proposal request for risk assurance services
La banca europea pone a punto sus balances: sus activos se han reducido un 3% y su liquidez crece un 78%,"['Banking & Financial Markets', 'Accounting & Assurance']",Spanish,Spain-2112,European banking puts its balances: its assets have been reduced by 3% and its liquidity grows by 78%
Αναγγελία απασχολούμενου προσωπικού σε οικοδομοτεχνικά έργα,"['Human Resource', 'Real Estate & Construction']",Greek,Greece-10242,Announcement of employee staff in construction projects
Jednolity Plik Kontrolny – pierwsze informacje dotyczące funkcjonalności aplikacji do wysyłania JPK Ministerstwa Finansów,"['Tax', 'Government & Policy']",Polish,Poland-1051,Uniform Control File - the first information on the functionality of the application for sending JPK of the Ministry of Finance
